Domain,Request URL,Method,Request Domain,Third Party,POST Data
youtube.com,https://youtube.com/,GET,youtube.com,False,False
youtube.com,https://www.youtube.com/,GET,www.youtube.com,False,False
youtube.com,https://i.ytimg.com/generate_204,GET,i.ytimg.com,True,False
youtube.com,https://www.youtube.com/s/_/ytmainappweb/_/js/k=ytmainappweb.kevlar_base.en_US.CV0LBnkYmB0.es5.O/am=,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/web-animations-next-lite.min.vflset/web-animations-,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/custom-elements-es5-adapter.vflset/custom-elements-,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/webcomponents-sd.vflset/webcomponents-sd.js,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/intersection-observer.min.vflset/intersection-obser,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/scheduler.vflset/scheduler.js,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/www-i18n-constants-en_US.vflset/www-i18n-constants.,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/spf.vflset/spf.js,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/jsbin/network.vflset/network.js,GET,www.youtube.com,False,False
youtube.com,https://fonts.googleapis.com/css2?family=Roboto:wght@300;400;500;700&family=YouTube+Sans:wght@300..9,GET,fonts.googleapis.com,True,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/cssbin/www-main-desktop-home-page-skeleton.css,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/cssbin/www-onepick.css,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/_/ytmainappweb/_/ss/k=ytmainappweb.kevlar_base.uFP8Ay7aB4U.L.B1.O/am=AAAAI,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/desktop/c9b3ffed/cssbin/www-main-desktop-watch-page-skeleton.css,GET,www.youtube.com,False,False
youtube.com,https://accounts.google.com/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2,GET,accounts.google.com,True,False
youtube.com,https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,GET,fonts.gstatic.com,True,False
youtube.com,https://accounts.google.com/InteractiveLogin?continue=https://www.youtube.com/signin?action_handle_s,GET,accounts.google.com,True,False
youtube.com,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fa,GET,accounts.google.com,True,False
youtube.com,https://googleads.g.doubleclick.net/pagead/id,GET,googleads.g.doubleclick.net,True,False
youtube.com,https://www.youtube.com/s/search/audio/failure.mp3,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/search/audio/no_input.mp3,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/search/audio/open.mp3,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/search/audio/success.mp3,GET,www.youtube.com,False,False
youtube.com,https://www.google.com/js/th/9PPJaEN3_kLeueP7sQxolOjG_e0KHWZv7K9BWZE9dy0.js,GET,www.google.com,True,False
youtube.com,https://rr2---sn-q4flrnek.googlevideo.com/videoplayback?expire=3196315211&ei=fZn8QXWeJS_SugggI7ajmdD,GET,rr2---sn-q4flrnek.googlevideo.com,True,False
youtube.com,https://rr2---sn-q4flrnek.googlevideo.com/videoplayback?expire=3196315211&ei=fZn8QXWeJS_SugggI7ajmdD,GET,rr2---sn-q4flrnek.googlevideo.com,True,False
youtube.com,https://www.youtube.com/youtubei/v1/guide?prettyPrint=false,POST,www.youtube.com,False,False
youtube.com,https://fonts.gstatic.com/s/youtubesans/v32/Qw38ZQNGEDjaO2m6tqIqX5E-AVS5_rSejo46_PCTRspJ0OosolrBEJL3,GET,fonts.gstatic.com,True,False
youtube.com,https://www.google.com/pagead/lvz?evtid=ACd6KtwuEfabeQmr7rL_B3dhuN2rk1uaF4NRq4lcJf1F5MM4SUDvjNof7j8A,GET,www.google.com,True,False
youtube.com,https://www.google.com.pk/pagead/lvz?evtid=ACd6KtwuEfabeQmr7rL_B3dhuN2rk1uaF4NRq4lcJf1F5MM4SUDvjNof7,GET,www.google.com.pk,True,False
youtube.com,https://www.youtube.com/youtubei/v1/feedback?prettyPrint=false,POST,www.youtube.com,False,False
youtube.com,"https://fonts.googleapis.com/css?family=Roboto:300italic,400italic,500italic,700italic",GET,fonts.googleapis.com,True,False
youtube.com,https://fonts.googleapis.com/css?family=Roboto+Mono:400,GET,fonts.googleapis.com,True,False
youtube.com,https://youtube.com/,GET,youtube.com,False,False
youtube.com,https://www.youtube.com/s/player/74edf1a3/player_es6.vflset/en_US/base.js,GET,www.youtube.com,False,False
youtube.com,https://www.youtube.com/s/player/74edf1a3/www-player.css,GET,www.youtube.com,False,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/search/v15/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/menu/v1/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_fill/yt-logo-updated/v3/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://www.gstatic.com/youtube/img/icons/web/youtube_outline/refresh/v1/24px.svg,GET,www.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/chevron_down/v9/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/mic/v14/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/person_circle/v10/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/overflow_vertical/v13/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/x/v11/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_outline_experimental/location_pin/v2/24px.svg,GET,fonts.gstatic.com,True,False
youtube.com,https://www.youtube.com/s/_/ytmainappweb/_/js/k=ytmainappweb.kevlar_base.en_US.CV0LBnkYmB0.es5.O/am=,GET,www.youtube.com,False,False
youtube.com,https://fonts.gstatic.com/s/i/youtube_fill_experimental/home/v10/24px.svg,GET,fonts.gstatic.com,True,False
